Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
108629,The Valleys of the Assassins: and Other Persian Travels,Freya Stark,"Stark, Freya",,"=""0375757538""","=""9780375757532""",0,3.85,Modern Library,Paperback,320,2001,1934,,2019/05/19,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
6359385,Nine Pounds of Luggage,Maud Parrish,"Parrish, Maud",,"=""""","=""""",0,4.29,J. B. Lippincott,Hardcover,,1939,1939,,2019/05/19,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
463297,My Journey to Lhasa: The Classic Story of the Only Western Woman Who Succeeded in Entering the Forbidden City,Alexandra David-Néel,"David-Néel, Alexandra",,"=""0060596554""","=""9780060596552""",0,3.99,Harper Perennial,Paperback,376,2005,1927,,2019/05/19,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
135216,Passenger to Teheran,Vita Sackville-West,"Sackville-West, Vita",Nigel Nicolson,"=""1845113438""","=""9781845113438""",0,3.77,Tauris Parke Paperbacks,Paperback,160,2007,1926,,2019/05/19,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
140959,Willa Cather in Europe: Her Own Story of the First Journey,Willa Cather,"Cather, Willa",George N. Kates,"=""0803263333""","=""9780803263338""",0,3.30,University of Nebraska Press,Paperback,178,1988,1988,,2019/05/19,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
105974,In Morocco,Edith Wharton,"Wharton, Edith",,"=""1426445997""","=""9781426445996""",0,3.19,BiblioLife,Paperback,160,2008,1919,,2019/05/19,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
164977,The Desert and the Sown: The Syrian Adventures of the Female Lawrence of Arabia,Gertrude Bell,"Bell, Gertrude",Rosemary O'Brien,"=""0815411359""","=""9780815411352""",0,3.98,Cooper Square Press,Paperback,368,2001,1907,,2019/05/19,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
164978,"Gertrude Bell: The Arabian Diaries, 1913-1914",Gertrude Bell,"Bell, Gertrude",Rosemary O'Brien,"=""0815606729""","=""9780815606727""",0,3.73,Syracuse University Press,Hardcover,276,2000,2000,,2019/05/19,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
22571686,A Woman in Arabia: The Writings of the Queen of the Desert,Gertrude Bell,"Bell, Gertrude",Georgina Howell,"=""0143107372""","=""9780143107378""",0,3.78,Penguin Classics,Paperback,320,2015,2015,,2019/05/19,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
1289501,The English Governess at the Siamese Court: The True Story Behind 'The King and I',Anna Harriette Leonowens,"Leonowens, Anna Harriette",,"=""0812570626""","=""9780812570625""",0,3.35,Tor Books,Paperback,320,1999,1870,,2019/05/19,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
36131245,Ethnology of West Africa: West African Studies / Fetichism in West Africa: History and Traditional Religions Practicing of Sorcery in West Africa,Mary Henrietta Kingsley,"Kingsley, Mary Henrietta",Robert Hamill Nassau,"=""""","=""""",0,0.0,,Kindle Edition,1208,2017,,,2019/05/19,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
24874304,A Hippo Banquet,Mary Henrietta Kingsley,"Kingsley, Mary Henrietta",,"=""0141397284""","=""9780141397283""",0,3.20,Penguin Classics,Paperback,52,2015,1897,,2019/05/19,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
41817514,"Lithium: A Doctor, a Drug, and a Breakthrough",Walter Brown,"Brown, Walter",,"=""1631491997""","=""9781631491993""",0,3.62,Liveright,Hardcover,256,2019,,,2019/05/19,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
23316550,Library: An Unquiet History,Matthew Battles,"Battles, Matthew",,"=""0393351459""","=""9780393351453""",5,3.49,W. W. Norton  Company,Paperback,272,2015,2003,,2018/01/21,,,read,,,,1,,,0,,,,,
414246,Image on the Edge: The Margins of Medieval Art,Michael Camille,"Camille, Michael",,"=""0948462280""","=""9780948462283""",1,4.16,Reaktion Books,Paperback,176,2004,1992,,2018/01/09,,,read,,,,1,,,0,,,,,
43426111,For the Love of Music: The Art of Listening,John Mauceri,"Mauceri, John",,"=""0525520651""","=""9780525520658""",0,4.07,Knopf Publishing Group,Hardcover,224,2019,,,2019/05/19,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.48,One World,Hardcover,320,2019,2019,,2019/04/14,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
41817429,"Our Symphony with Animals: On Health, Empathy, and Our Shared Destinies",Aysha Akhtar,"Akhtar, Aysha",,"=""1643130706""","=""9781643130705""",0,4.43,Pegasus Books,Hardcover,336,2019,,,2019/03/23,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
41188320,"Tales of Japan: Traditional Stories of Monsters and Magic (Book of Japanese Mythology, Folk Tales from Japan)",Chronicle Books,"Books, Chronicle",Kotaro Chiba,"=""1452174466""","=""9781452174464""",0,3.83,Chronicle Books,Hardcover,168,2019,,,2019/03/16,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
42616620,A Beautiful Day in the Neighborhood: The Poetry of Mister Rogers,Fred Rogers,"Rogers, Fred","Luke Flowers, Josie Carey","=""168369113X""","=""9781683691136""",0,4.42,Quirk Books,Hardcover,144,2019,2019,,2019/03/03,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
33357041,Ikigai: The Japanese Secret to a Long and Happy Life,Hector Garcia Puigcerver,"Puigcerver, Hector Garcia","Francesc Miralles, Heather Cleary","=""0143130722""","=""9780143130727""",0,3.52,Penguin Books,Hardcover,194,2017,2016,,2019/02/09,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
10531161,Monkeys Are Made Of Chocolate: Exotic And Unseen Costa Rica,Jack Ewing,"Ewing, Jack",Daniel Quinn,"=""""","=""""",0,3.88,,Kindle Edition,210,,2003,,2018/12/23,,,read,,,,1,,,0,,,,,
39945240,The Prophet,Kahlil Gibran,"Gibran, Kahlil",Rupi Kaur,"=""0143133586""","=""9780143133582""",0,4.23,Penguin Books,Hardcover,128,2019,1923,,2019/02/09,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
41817536,Symphony in C: Carbon and the Evolution of (Almost) Everything,Robert M. Hazen,"Hazen, Robert M.",,"=""039360943X""","=""9780393609431""",0,3.97,W. W. Norton  Company,Hardcover,288,2019,,,2019/02/09,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
41088554,An Elegant Defense: The Extraordinary New Science of the Immune System: A Tale in Four Lives,Matt Richtel,"Richtel, Matt",,"=""0062698532""","=""9780062698537""",0,3.99,William Morrow,Hardcover,448,2019,2019,,2019/02/09,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
42099861,By the Fire: Sami Folktales and Legends,Emilie Demant Hatt,"Hatt, Emilie Demant",Barbara Sjoholm,"=""1517904579""","=""9781517904579""",0,4.36,Univ Of Minnesota Press,Hardcover,208,2019,,,2019/02/09,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
41884982,"African Samurai: The True Story of Yasuke, a Legendary Black Warrior in Feudal Japan",Thomas Lockley,"Lockley, Thomas",Geoffrey Girard,"=""1335007784""","=""9781335007780""",0,3.76,Hanover Square Press,Paperback,480,2019,,,2019/02/01,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
41104130,"Ten Drugs: How Plants, Powders, and Pills Have Shaped the History of Medicine",Thomas Hager,"Hager, Thomas",,"=""1419734407""","=""9781419734403""",0,4.12,Harry N. Abrams,Hardcover,320,2019,2019,,2019/01/29,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
97401,Natasha's Dance: A Cultural History of Russia,Orlando Figes,"Figes, Orlando",,"=""0312421958""","=""9780312421953""",0,4.19,Picador USA,Paperback,729,2003,2002,,2019/01/16,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
36642429,The Work of the Dead: A Cultural History of Mortal Remains,Thomas W. Laqueur,"Laqueur, Thomas W.",,"=""0691180938""","=""9780691180939""",0,3.76,Princeton University Press,Paperback,736,2018,2015,,2018/05/23,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
35960136,The Golden Ratio: The Divine Beauty of Mathematics,Gary B. Meisner,"Meisner, Gary B.",Rafael Araujo,"=""163106486X""","=""9781631064869""",0,4.02,Race Point Publishing,Hardcover,224,2018,,,2018/12/24,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
31255767,"The Englishwoman in America (1856), by Isabella Bird (Original Version): Isabella Lucy Bird",Isabella Lucy Bird,"Bird, Isabella Lucy",,"=""1535339950""","=""9781535339957""",4,3.70,Createspace Independent Publishing Platform,Paperback,194,2016,1856,2018/01/01,2018/05/12,,,read,,,,1,,,0,,,,,
6251387,Mothers and Others: The Evolutionary Origins of Mutual Understanding,Sarah Blaffer Hrdy,"Hrdy, Sarah Blaffer",,"=""0674032993""","=""9780674032996""",4,4.15,Harvard University Press,Hardcover,394,2009,2009,2018/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
1168229,Nature's Palette: The Science of Plant Color,David     Lee,"Lee, David",,"=""0226470520""","=""9780226470528""",3,4.30,University of Chicago Press,Hardcover,432,2007,2007,2018/01/01,2018/04/20,,,read,,,,1,,,0,,,,,
6332526,"Inside of a Dog: What Dogs See, Smell, and Know",Alexandra Horowitz,"Horowitz, Alexandra",,"=""1416583408""","=""9781416583400""",4,3.57,Scribner,Hardcover,353,2009,2009,2018/01/01,2018/04/20,,,read,,,,1,,,0,,,,,
507232,Race and Resistance: Literature and Politics in Asian America,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0195147006""","=""9780195147001""",0,4.11,"Oxford University Press, USA",Paperback,240,2002,2002,,2018/12/09,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
39027389,Babel: Around the World in Twenty Languages,Gaston Dorren,"Dorren, Gaston",,"=""0802128793""","=""9780802128799""",0,3.77,Atlantic Monthly Press,Hardcover,361,2018,2018,,2018/12/09,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
40265098,The Birth of Ethics: Reconstructing the Role and Nature of Morality,Philip Pettit,"Pettit, Philip",Kinch Hoekstra,"=""0190904917""","=""9780190904913""",0,4.33,"Oxford University Press, USA",Hardcover,400,2018,,,2018/12/05,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
39880270,The Golden Age of Indian Buddhist Philosophy in the First Millennium Ce,Jan Westerhoff,"Westerhoff, Jan",,"=""019873266X""","=""9780198732662""",0,4.09,"Oxford University Press, USA",Hardcover,352,2018,,,2018/12/05,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
36220371,"The Mind-Gut Connection: How the Hidden Conversation Within Our Bodies Impacts Our Mood, Our Choices, and Our Overall Health",Emeran Mayer,"Mayer, Emeran",,"=""0062846825""","=""9780062846822""",5,3.72,Harper Wave,ebook,336,2018,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
24108839,"Consolations: The Solace, Nourishment and Underlying Meaning of Everyday Words",David Whyte,"Whyte, David",,"=""""","=""9781932887341""",1,4.41,Many Rivers Press,Paperback,245,2014,2014,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
26597383,The Age of the Vikings,Anders Winroth,"Winroth, Anders",,"=""0691169292""","=""9780691169293""",4,3.71,Princeton University Press,Paperback,328,2016,2014,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
29801165,The Race for Paradise: An Islamic History of the Crusades,Paul M. Cobb,"Cobb, Paul M.",,"=""1522662049""","=""9781522662044""",4,3.97,Audible Studios on Brilliance Audio,Audio CD,,2016,2014,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
23029973,The Silk Road: A New History,Valerie  Hansen,"Hansen, Valerie",,"=""0199978603""","=""9780199978601""",4,3.80,Not Avail,Unknown Binding,337,2014,2011,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
39017752,A Woman Who Went to Alaska - Scholar's Choice Edition,May Kellogg Sullivan,"Sullivan, May Kellogg",,"=""1298062098""","=""9781298062093""",3,3.67,Scholar's Choice,Paperback,286,2015,1902,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
18224787,The Evolution of Plants,Kathy Willis,"Willis, Kathy",Jennifer McElwain,"=""019929223X""","=""9780199292233""",5,4.00,"Oxford University Press, USA",Paperback,425,2014,2013,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
16059340,The Secret World of Sleep: the Surprising Science of the Mind at Rest,Penelope A. Lewis,"Lewis, Penelope A.",Thomas Shafee,"=""0230107591""","=""9780230107595""",3,3.42,St. Martin's Press,Hardcover,208,2013,2013,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
35353147,The No Plays of Japan,Arthur Waley,"Waley, Arthur",,"=""1375011820""","=""9781375011822""",3,3.89,Pinnacle Press,Paperback,,2017,1921,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
1477806,Confucian Analects,James Legge,"Legge, James",,"=""1419113879""","=""9781419113871""",3,3.83,Kessinger Publishing,Paperback,156,2004,-429,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
32788594,Vegetables: A Biography,Evelyne Bloch-Dano,"Bloch-Dano, Evelyne",Elizabeth Hanley,"=""1536645192""","=""9781536645194""",3,3.05,Audible Studios on Brilliance Audio,Audio CD,,2017,2008,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
38665076,Sappho: A New Rendering (Classic Reprint),Henry de Vere Stacpoole,"Stacpoole, Henry de Vere",,"=""0267675585""","=""9780267675586""",3,4.11,Forgotten Books,Hardcover,78,2019,2013,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
1623525,The Tosa Diary,Ki no Tsurayuki,"Tsurayuki, Ki no",William N. Porter,"=""0804836957""","=""9780804836951""",3,3.27,Tuttle Publishing,Paperback,128,2005,935,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
2340733,The Origins of Music,Nils Lennart Wallin,"Wallin, Nils Lennart","Björn Merker, Steven Brown","=""0262731436""","=""9780262731430""",5,4.03,MIT Press (MA),Paperback,512,2001,1999,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
7445354,Les Misérables Volume One: Fantine,Victor Hugo,"Hugo, Victor",,"=""1449565468""","=""9781449565466""",3,4.37,,,,,1862,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
4686112,"People, Plants and Genes: The Story of Crops and Humanity",Denis J. Murphy,"Murphy, Denis J.",,"=""0199207143""","=""9780199207145""",4,4.00,"Oxford University Press, USA",Paperback,401,2007,2007,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
1964924,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,"Pinker, Steven",,"=""1846140501""","=""9781846140501""",4,3.91,Viking Books,Unknown Binding,499,2008,2007,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
2472908,Speak: A Short History of Languages,Tore Janson,"Janson, Tore",,"=""0198299788""","=""9780198299783""",4,3.83,"Oxford University Press, USA",Hardcover,272,2002,1997,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
35314156,Roman Farm Management: The Treatises of Cato and Varro,Marcus Porcius Cato,"Cato, Marcus Porcius",,"=""1374940461""","=""9781374940468""",3,3.58,Pinnacle Press,Paperback,,2017,-160,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
11078983,The Elements of Geology,William Harmon Norton,"Norton, William Harmon",,"=""""","=""""",3,3.62,,Kindle Edition,308,,1906,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
2922290,Experiments in Plant Hybridisation (Revised),Gregor Mendel,"Mendel, Gregor",Paul C. Mangelsdorf,"=""0674278003""","=""9780674278004""",2,3.87,Harvard University Press,Paperback,46,1965,1865,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
41753992,"Egyptian Tales, Translated from the Papyri First series, IVth to XIIth dynasty",William Matthew Flinders Petrie,"Petrie, William Matthew Flinders",,"=""1406939293""","=""9781406939293""",2,2.00,Hard Press,Paperback,50,2006,,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
17348252,Of Peace of Mind,Seneca,"Seneca, Seneca",,"=""""","=""""",2,4.03,,,,,60,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
27309824,Translation: A Very Short Introduction,Matthew Reynolds,"Reynolds, Matthew",,"=""0198712111""","=""9780198712114""",3,3.87,"Oxford University Press, USA",Paperback,142,2016,,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
27309847,Agriculture: A Very Short Introduction,Paul Brassley,"Brassley, Paul",Richard Soffe,"=""0198725965""","=""9780198725961""",3,3.86,"Oxford University Press, USA",Paperback,144,2016,2016,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
19199432,Sleep: A Very Short Introduction (Very Short Introductions),Steven W. Lockley,"Lockley, Steven W.",Russell Foster,"=""""","=""9780191620348""",3,3.60,OUP Oxford,Kindle Edition,159,2012,2012,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
2139669,"Kalevala, The Land Of Heroes",William C. Kirby,"Kirby, William C.",William Forsell Kirby,"=""0460002600""","=""9780460002608""",1,4.05,,,,,1835,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
32203622,Brain Wentk P,Gary Lee Wenk,"Wenk, Gary Lee",,"=""0190603399""","=""9780190603397""",4,3.90,OUP Us,Paperback,192,2017,,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
7744751,Aino Folk-Tales,Basil Hall Chamberlain,"Chamberlain, Basil Hall",,"=""0217770290""","=""9780217770293""",3,3.23,General Books,Paperback,48,2009,1888,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
1726980,Magic in the Ancient World,Fritz Graf,"Graf, Fritz",,"=""0674541510""","=""9780674541511""",3,4.07,Harvard University Press,Hardcover,320,1998,1998,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
642956,Japanese Fairy Tales,Yei Theodora Ozaki,"Ozaki, Yei Theodora",,"=""4805308818""","=""9784805308813""",3,3.73,Tuttle Publishing,Paperback,256,2007,1903,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
25050435,Maoriland Fairy Tales,Edith Howes,"Howes, Edith",,"=""""","=""""",3,3.25,"Ward, Lock & Co.",Paperback,244,1920,1913,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
21878133,Bee Time: Lessons from the Hive,Mark L. Winston,"Winston, Mark L.",,"=""0674368398""","=""9780674368392""",3,3.94,Harvard University Press,Hardcover,283,2014,2014,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
1038712,The Natural History Of Medicinal Plants,Judith Sumner,"Sumner, Judith",,"=""0881924830""","=""9780881924831""",5,3.57,Timber Press (OR),Hardcover,,2000,2000,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
33025518,Beyond Words: What Animals Think and Feel,Carl Safina,"Safina, Carl",,"=""0285643460""","=""9780285643468""",5,4.40,Souvenir Press ,Hardcover,461,2016,2015,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
29939181,Inferno: A Doctor's Ebola Story,Steven Hatch,"Hatch, Steven",,"=""1250085136""","=""9781250085139""",3,3.73,St. Martin's Press,Hardcover,320,2017,,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
28110087,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,"Silberman, Steve",,"=""0399185615""","=""9780399185618""",4,4.30,Avery Publishing Group,Paperback,560,2016,2015,2017/01/01,2018/11/18,recommendations,recommendations (#30),read,,,,1,,,0,,,,,
7194408,"Sacred Violence: The European Crusades to the Middle East, 1095-1396",Jill N. Claster,"Claster, Jill N.",,"=""1442600608""","=""9781442600607""",4,3.87,University of Toronto Press,Paperback,356,2009,2009,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
17601746,"In Translation - Reflections, Refractions, Transformations",Paul St-Pierre,"St-Pierre, Paul",Prafulla C Kar,"=""9027292523""","=""9789027292520""",4,4.00,John Benjamins Publishing Company,ebook,313,2007,2007,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
20697605,The Woman Who Would Be King: Hatshepsut's Rise to Power in Ancient Egypt,Kara Cooney,"Cooney, Kara",,"=""0804128359""","=""9780804128353""",1,3.64,Random House Audio,Audio,,2014,2014,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
30004085,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1515955907""","=""9781515955900""",1,4.58,Tantor Audio,Audio CD,,2016,2013,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
13588635,Evolution's Destiny,Robert J.P. Williams,"Williams, Robert J.P.",Ros Rickaby,"=""1849735581""","=""9781849735582""",2,3.50,Royal Society of Chemistry,Hardcover,344,2012,2012,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
6406447,Word Origins ... and How We Know Them: Etymology for Everyone,Anatoly Liberman,"Liberman, Anatoly",,"=""0195387074""","=""9780195387070""",2,3.45,"Oxford University Press, USA",Paperback,325,2009,2005,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
5626738,An Introduction to Shamanism,Thomas A. DuBois,"DuBois, Thomas A.",,"=""0521695368""","=""9780521695367""",1,3.69,Cambridge University Press,Paperback,317,2009,2009,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
14490940,Death: Antiquity and Its Legacy,Mario Erasmo,"Erasmo, Mario",,"=""1848855567""","=""9781848855564""",1,2.92,I.B. Tauris,Hardcover,200,2019,2012,2018/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
13429722,Julia's Cats: Julia Child's Life in the Company of Cats,Patricia Barey,"Barey, Patricia",Therese Burson,"=""1419702750""","=""9781419702754""",3,3.94,Harry N. Abrams,Hardcover,145,2012,2012,,2018/11/18,,,read,,,,1,,,0,,,,,
224762,Nature's Operating Instructions: The True Biotechnologies,Kenny Ausubel,"Ausubel, Kenny","Kenny Ausubel, Paul Hawken","=""1578050995""","=""9781578050994""",3,4.16,Sierra Club Books,Paperback,256,2004,2004,,2018/11/18,,,read,,,,1,,,0,,,,,
15790837,Let's Explore Diabetes with Owls,David Sedaris,"Sedaris, David",,"=""0316154695""","=""9780316154697""",2,3.82,"Little, Brown and Company",Hardcover,275,2013,2013,,2018/11/18,,,read,,,,1,,,0,,,,,
4808763,The Last Question,Isaac Asimov,"Asimov, Isaac","Bob E. Flick, Jim Gallant","=""1884214495""","=""9781884214493""",2,4.59,Ziggurat Productions,Audio CD,9,2007,1956,,2018/11/18,,,read,,,,1,,,0,,,,,
50035,The Golden Apples of the Sun,Ray Bradbury,"Bradbury, Ray",,"=""0380730391""","=""9780380730391""",2,4.08,William Morrow,Paperback,338,1997,1953,,2018/11/18,,,read,,,,1,,,0,,,,,
46722,The Coming Plague: Newly Emerging Diseases in a World Out of Balance,Laurie Garrett,"Garrett, Laurie",,"=""0140250913""","=""9780140250916""",4,4.17,Penguin Books,Paperback,750,1995,1994,,2018/11/18,,,read,,,,1,,,0,,,,,
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,"=""0785819118""","=""9780785819110""",4,3.98,Castle Books,Hardcover,703,2004,1859,,2018/11/18,,,read,,,,1,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford, Ernani Ssó","=""0142437239""","=""9780142437230""",3,3.87,Penguin Classics,Paperback,1023,2003,1605,,2018/11/18,,,read,,,,1,,,0,,,,,
10073506,"Tinker, Tailor, Soldier, Spy",John le Carré,"Carré, John le",,"=""0143119788""","=""9780143119784""",1,4.05,Penguin Books,Paperback,381,2011,1974,,2018/11/18,,,read,,,,1,,,0,,,,,
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",3,4.03,Penguin Books,Paperback,131,2003,-385,,2018/11/18,,,read,,,,1,,,0,,,,,
71979,My Point... And I Do Have One,Ellen DeGeneres,"DeGeneres, Ellen",,"=""0553573616""","=""9780553573619""",4,3.67,Bantam,Paperback,211,1996,1995,,2018/11/18,,,read,,,,1,,,0,,,,,
1362,The Histories,Herodotus,"Herodotus, Herodotus","Aubrey de Sélincourt, John M. Marincola","=""0140449086""","=""9780140449082""",4,3.98,Penguin Books,Paperback,716,2003,-450,,2018/11/18,,,read,,,,1,,,0,,,,,
568236,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,"Tuchman, Barbara W.",,"=""0345349571""","=""9780345349576""",3,4.08,Random House Trade,Paperback,677,1987,1978,,2018/11/18,,,read,,,,1,,,0,,,,,
261243,History of the Peloponnesian War,Thucydides,"Thucydides, Thucydides","Rex Warner, Moses I. Finley","=""0140440399""","=""9780140440393""",4,3.87,Penguin Books,Paperback,648,1972,-411,,2018/11/18,,,read,,,,1,,,0,,,,,
79908,What Am I Doing Here?,Bruce Chatwin,"Chatwin, Bruce",,"=""0099769816""","=""9780099769811""",1,3.93,Vintage,Paperback,,1998,1989,,2018/11/18,,,read,,,,1,,,0,,,,,
7042,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki",Royall Tyler,"=""014243714X""","=""9780142437148""",2,3.72,Penguin,Paperback,1182,2003,1008,,2018/11/18,,,read,,,,1,,,0,,,,,
19089,Middlemarch,George Eliot,"Eliot, George",Michel Faber,"=""0451529170""","=""9780451529176""",1,3.96,Signet,Paperback,904,2004,1871,,2018/11/18,,,read,,,,1,,,0,,,,,
593109,The Saga of the Volsungs,Anonymous,"Anonymous, Anonymous",Jesse L. Byock,"=""0140447385""","=""9780140447385""",5,4.01,Penguin Classics,Paperback,145,1999,1275,,2018/11/18,,,read,,,,1,,,0,,,,,
27161964,Gratitude,Oliver Sacks,"Sacks, Oliver",,"=""0345811364""","=""9780345811363""",2,4.15,Knopf Canada,Hardcover,64,2015,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",1,4.35,Random House,Kindle Edition,208,2016,2016,,2018/11/18,,,read,,,,1,,,0,,,,,
687278,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,"Chödrön, Pema",,"=""1570623449""","=""9781570623448""",3,4.30,Shambhala,Paperback,160,2000,1996,,2018/11/18,,,read,,,,1,,,0,,,,,
97905,The No Asshole Rule: Building a Civilized Workplace and Surviving One That Isn't,Robert I. Sutton,"Sutton, Robert I.",,"=""0446526568""","=""9780446526562""",4,3.63,Business Plus,Hardcover,210,2007,2000,,2018/11/18,,,read,,,,1,,,0,,,,,
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",5,4.03,Broadway Books,Kindle Edition,352,2005,2004,,2018/11/18,,,read,,,,1,,,0,,,,,
26889785,The Story of Egypt: The Civilization that Shaped the World,Joann Fletcher,"Fletcher, Joann",,"=""1681771349""","=""9781681771342""",3,3.60,Pegasus Books,Hardcover,496,2016,2015,,2018/11/18,,,read,,,,1,,,0,,,,,
6419887,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,"Kamkwamba, William",Bryan Mealer,"=""0061730327""","=""9780061730320""",5,4.10,William Morrow,Hardcover,270,2009,2009,,2018/11/18,,,read,,,,1,,,0,,,,,
