,ISBN13,Title,Author,My Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Added,Private Notes,recommended
194,9780374227760,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,4,"Farrar, Straus and Giroux",257.0,2016.0,2016.0,2019-08-04,"animals, consciousness",False
195,9780385687003,The Girl Who Smiled Beads: A Story of War and What Comes After,Clemantine Wamariya,3,Doubleday Canada,275.0,2018.0,2018.0,2019-05-19,"memoir, human rights, immigration",False
196,,The Laws of Human Nature,Robert Greene,3,Viking,624.0,2018.0,2018.0,2019-08-08,"sociology, psychology",False
197,9780679460268,The Dancing Mind,Toni Morrison,3,Random House Audio,0.0,1996.0,1996.0,2019-08-08,memoir,False
198,9780307407047,"Gold Rush in the Jungle: The Race to Discover and Defend the Rarest Animals of Vietnam's ""Lost World""",Dan Drollette,2,Crown,336.0,2013.0,2013.0,2019-08-12,"environment, conservation, politics, current events",False
199,9780300180282,"Arabs: A 3,000-Year History of Peoples, Tribes and Empires",Tim Mackintosh-Smith,1,Yale University Press,630.0,2019.0,,2019-08-17,"history, sociology, politics",False
200,9780465028023,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,4,Basic Books,297.0,2006.0,2005.0,2019-08-18,"psychology, philosophy",False
201,,Because Internet: Understanding the New Rules of Language,Gretchen McCulloch,4,Riverhead Books,336.0,2019.0,2019.0,2019-08-20,"sociology, technology ",False
202,9781478992813,Haben: The Deafblind Woman Who Conquered Harvard Law,Haben Girma,3,Twelve,,2019.0,2019.0,2019-08-23,"memoir, human rights",False
203,9780520298859,Coral Whisperers: Scientists on the Brink,Irus Braverman,1,University of California Press,344.0,2018.0,,2019-08-24,"science, conservation, current events, politics<br/>",False
204,9781541430020,The Breath of a Whale: The Science and Spirit of Pacific Ocean Giants,Leigh Calvez,2,Tantor Audio,,2019.0,,2019-08-25,"animals, memoir, conservation",False
205,9780544432932,"Slime: How Algae Created Us, Plague Us, and Just Might Save Us",Ruth Kassinger,2,Houghton Mifflin Harcourt,320.0,2019.0,,2019-08-26,"science, technology, ecosystems",False
206,9780374500016,"Night (The Night Trilogy, #1)",Elie Wiesel,4,Hill & Wang,115.0,2006.0,1958.0,2019-08-27,"memoir, war, survival, mortality ",False
207,9781564557988,"The Art of Mindful Living: How to Bring Love, Compassion, and Inner Peace Into Your Daily Life",Thich Nhat Hanh,5,Sounds True,0.0,2000.0,1991.0,2019-08-29,philosophy,True
208,9780670022755,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,3,Viking,487.0,2011.0,2011.0,2019-08-31,"physics, philosophy",False
209,9780743455961,On Writing: A Memoir of the Craft,Stephen King,1,Pocket Books,320.0,2002.0,2000.0,2019-09-03,"memoir, books",False
210,9780525533986,The Sixth Man,Andre Iguodala,4,Blue Rider Press,256.0,2019.0,,2019-09-05,"memoir, racism, sports, current events",False
211,9780735235939,I'm Afraid of Men,Vivek Shraya,1,Penguin Books Canada,96.0,2018.0,2018.0,2019-09-06,"memoir, LGBTQ",False
212,,The Autobiography of Malcolm X,Malcolm X,5,Ballantine Books,466.0,,1965.0,2019-09-08,"history, memoir, racism ",True
213,9780062005816,Peace Is Every Breath: A Practice for Our Busy Lives,Thich Nhat Hanh,4,HarperOne,160.0,2011.0,2011.0,2019-09-10,philosophy,False
214,9780316382939,"A Moonless, Starless Sky: Ordinary Women and Men Fighting Extremism in Africa",Alexis Okeowo,2,Hachette Books,240.0,2017.0,2017.0,2019-09-11,"current events, human rights, politics",False
215,9780316478526,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,2,"Little, Brown and Company",388.0,2019.0,2019.0,2019-08-31,"sociology, psychology",False
216,9780553351392,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,4,Bantam,160.0,1992.0,1990.0,2019-09-14,philosophy,False
217,9780807012390,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Thich Nhat Hanh,3,Beacon Press,140.0,1999.0,1975.0,2019-09-14,philosophy,False
218,9780553804911,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,2,Bantam,384.0,2006.0,1995.0,2019-09-17,"sociology, psychology",False
219,9781591792383,Getting Unstuck: Breaking Your Habitual Patterns & Encountering Naked Reality,Pema Chödrön,2,Sounds True,3.0,2005.0,2004.0,2019-09-18,philosophy,False
220,,The Souls of Black Folk,W.E.B. Du Bois,2,,,2018.0,,2019-09-20,"history, racism ",False
221,9780525510512,Dapper Dan: Made in Harlem,Daniel R. Day,2,Random House,304.0,2019.0,,2019-09-21,"memoir, racism, history",False
222,9780307594037,The End of Your Life Book Club,Will Schwalbe,2,Knopf,336.0,2012.0,2012.0,2019-09-22,"memoir, books, mortality",False
223,9780465060894,How to Listen to Jazz,Ted Gioia,3,Basic Books,272.0,2016.0,2016.0,2019-09-24,music,False
224,9781843915591,Suffragette: My Own Story,Emmeline Pankhurst,4,Hesperus Classics,336.0,2015.0,1914.0,2019-09-25,"history, sociology, civil rights, gender inequality",False
225,9780743255066,The Autobiography of Benjamin Franklin,Benjamin Franklin,2,Touchstone,160.0,2004.0,1791.0,2019-09-08,"memoir, politics, physics<br/>",False
226,9780062224682,The Art of Communicating,Thich Nhat Hanh,5,HarperOne,176.0,2013.0,2013.0,2019-09-27,"sociology, philosophy",False
227,9780688056230,Heaven's Breath: A Natural History of the Wind,Lyall Watson,1,William Morrow & Company,384.0,1985.0,1984.0,2019-09-28,"science, sociology, philosophy<br/>",False
228,9780999745489,Speech Police: The Global Struggle to Govern the Internet,David Kaye,5,Columbia Global Reports,144.0,2019.0,,2019-10-02,"sociology, technology, current events, human rights",True
229,9780195146172,A Sand County Almanac,Aldo Leopold,4,"Oxford University Press, USA",192.0,2001.0,,2019-10-03,"memoir, animals, environment, ecosystems",False
230,,"What Truth Sounds Like: Robert F. Kennedy, James Baldwin, and Our Unfinished Conversation About Race in America",Michael Eric Dyson,2,St. Martin's Press,306.0,2018.0,2018.0,2019-10-04,"sociology, current events, racism ",False
231,9781443455930,The Ravenmaster: My Life with the Ravens at the Tower of London,Christopher Skaife,3,HarperCollins Publishers,256.0,2018.0,2018.0,2019-10-05,"memoir, animals, birds",False
232,9781610396950,The Snow Leopard Project: And Other Adventures in Warzone Conservation,Alex Dehgan,3,PublicAffairs,288.0,2019.0,2019.0,2019-10-06,"memoir, animals, ecosystems",False
233,9780553394894,A Force for Good: The Dalai Lama's Vision for Our World,Daniel Goleman,5,Bantam,272.0,2015.0,2015.0,2019-10-07,"sociology, philosophy",False
234,9780143123095,"Joy, Guilt, Anger, Love: What Neuroscience Can--and Can't--Tell Us About How We Feel",Giovanni Frazzetto,2,Penguin Books,320.0,2014.0,2014.0,2019-10-10,"psychology, sociology",False
235,9781250212849,"Permission to Feel: Unlocking the Power of Emotions to Help Our Kids, Ourselves, and Our Society Thrive",Marc Brackett,2,Celadon Books,304.0,2019.0,,2019-06-28,"psychology, sociology",False
236,9780451529558,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoyevsky,1,Signet,233.0,2004.0,1864.0,2018-02-17,fiction,False
237,9780312311339,McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,1,St. Martin's Griffin,338.0,2003.0,1999.0,2018-11-18,memoir,False
238,9781599869940,My Inventions,Nikola Tesla,2,"Filiquarian Publishing, LLC.",88.0,2006.0,1919.0,2019-09-15,"memoir, physics<br/>",False
239,9781250211071,Naturally Tan,Tan France,2,MacMillan Audio,,2019.0,2019.0,2019-01-15,"memoir, LGBTQ",False
240,9781760555382,No Friend But the Mountains: Writing from Manus Prison,Behrouz Boochani,4,Picador Australia,416.0,2018.0,,2019-10-12,"sociology, current events, immigration, human rights<br/>",False
241,9781948226424,The Ungrateful Refugee,Dina Nayeri,0,Catapult,368.0,2019.0,2019.0,2019-10-02,,False
242,9781938340727,The Path of the Puma: The Mountain Lion's Survival in the Shadow of Decline,Jim Williams,1,Patagonia,312.0,2018.0,,2019-07-25,,False
243,,Underground: A Human History of the Worlds Beneath Our Feet,Will Hunt,1,Spiegel & Grau,288.0,2019.0,2019.0,2019-05-02,,False
244,9780525632290,Calling All Minds: How to Think and Create Like an Inventor,Temple Grandin,2,Listening Library,,2018.0,2018.0,2018-09-07,,False
245,9780735214200,There Will Be No Miracles Here: A Memoir,Casey Gerald,0,Riverhead Books,394.0,2018.0,2018.0,2019-08-29,,False
246,9781408878484,The Wonderful Mr Willughby: The First True Ornithologist,Tim Birkhead,1,Bloomsbury Publishing,368.0,2018.0,,2018-09-07,,False
247,9780399590566,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,1,One World,367.0,2017.0,2017.0,2018-08-19,,False
248,9780316154727,Theft by Finding: Diaries 1977-2002,David Sedaris,1,"Little, Brown and Company",514.0,2017.0,2015.0,2018-09-18,,False
249,,No Visible Bruises: What We Don’t Know About Domestic Violence Can Kill Us,Rachel Louise Snyder,1,Bloomsbury,320.0,2019.0,2019.0,2019-06-02,,False
250,,"The Truth About Animals: Stoned Sloths, Lovelorn Hippos, and Other Tales from the Wild Side of Wildlife",Lucy Cooke,1,Basic Books,352.0,2018.0,2017.0,2018-08-06,,False
251,9781472915115,Immune: How Your Body Defends and Protects You,Catherine Carver,1,Bloomsbury Sigma,304.0,2017.0,,2019-08-10,,False
252,,Caesar's Last Breath: The Epic Story of The Air Around Us,Sam Kean,1,Transworld Digital,332.0,2017.0,2017.0,2018-08-18,,False
253,9780374288211,What a Fish Knows: The Inner Lives of Our Underwater Cousins,Jonathan Balcombe,1,"Scientific American / Farrar, Straus and Giroux",304.0,2016.0,2016.0,2018-08-06,,False
254,9781471159473,"The Phantom Atlas: The Greatest Myths, Lies and Blunders on Maps",Edward Brooke-Hitching,2,Simon & Schuster UK,256.0,2016.0,2016.0,2019-01-10,,False
255,9781451697711,The Soul of an Octopus: A Surprising Exploration Into the Wonder of Consciousness,Sy Montgomery,0,Atria Books,261.0,2015.0,2015.0,2019-10-07,,False
256,9780316269964,The Kingdom of Speech,Tom Wolfe,1,"Little, Brown and Company",304.0,2016.0,2016.0,2019-09-08,,False
257,9780393353709,Paper: Paging Through History,Mark Kurlansky,1,W. W. Norton  Company,416.0,2017.0,2016.0,2019-02-14,,False
258,9781101870150,The Fly Trap,Fredrik Sjöberg,1,Pantheon,288.0,2015.0,2004.0,2019-07-29,,False
259,9780307955630,Full Body Burden: Growing Up in the Nuclear Shadow of Rocky Flats,Kristen Iversen,1,Crown,416.0,2012.0,2012.0,2018-08-02,,False
260,9781596980556,10 Books That Screwed Up the World: And 5 Others That Didn't Help,Benjamin Wiker,1,Regnery Publishing,260.0,2008.0,2008.0,2018-10-10,,False
261,9781466457294,Saint Charles Borromeo a Sketch of the Reforming Cardinal,Louise M. Stacpoole-Kenny,1,Createspace,282.0,2011.0,1911.0,2018-05-02,,False
262,9781590481530,"Journeys in Persia and Kurdistan, Volume Two",Isabella Lucy Bird,1,Long Riders' Guild Press,432.0,2004.0,2006.0,2018-08-06,,False
263,9780060887421,The Oysters of Locmariaquer,Eleanor   Clark,1,Harper Perennial Modern Classics,240.0,2006.0,1964.0,2019-08-06,,False
264,9780140434316,Pictures from Italy,Charles Dickens,1,Penguin Classics,220.0,1998.0,1846.0,2018-04-14,,False
265,9780072434170,Pilgrim at Tinker Creek,Annie Dillard,2,Harper Perennial,288.0,2000.0,1974.0,2018-03-15,,False
266,9780802826879,The Archaeology of Qumran and the Dead Sea Scrolls,Jodi Magness,2,Eerdmans,238.0,2003.0,2002.0,2018-03-28,,False
267,9780375760396,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,1,Random House Trade Paperbacks,297.0,2002.0,2001.0,2018-08-11,,False
268,9780684833323,The Moral Sense,James Q. Wilson,1,Free Press,336.0,1997.0,2008.0,2018-09-07,,False
269,9780198788911,The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins,2,"Oxford University Press, USA",468.0,2016.0,1982.0,2018-04-25,,False
275,9781985586093,Fairy and Folk Tales of the Irish Peasantry,W.B. Yeats,3,Createspace Independent Publishing Platform,218.0,2018.0,1888.0,2018-11-18,,False
276,9780307401960,Fields of Blood: Religion and the History of Violence,Karen Armstrong,2,Knopf Canada,528.0,2014.0,2014.0,2019-10-01,,False
284,9780735235793,The Mosquito: A Human History of Our Deadliest Predator,Timothy C. Winegard,1,Allen Lane,496.0,2019.0,2019.0,2019-09-10,,False
335,9781577314806,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,3,New World Library,229.0,2004.0,1997.0,2019-06-25,,False
354,9781524761479,"Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",Sarah McBride,4,Crown Archetype,272.0,2018.0,2018.0,2019-06-06,,False
366,,Steep Trails - John Muir [ 25Th Anniversary & Unabridged Classic - Penguin Classics ] (ANNOTATED),John Muir,4,,227.0,2018.0,1918.0,2018-11-18,,False
367,9780865471184,West with the Night,Beryl Markham,4,North Point Press,294.0,1983.0,1942.0,2018-11-18,,False
368,9780283070877,The Elephant Whisperer,Lawrence Anthony,5,Sidgwick & Jackson Ltd,368.0,2009.0,2009.0,2018-01-03,,True
404,9780393351453,Library: An Unquiet History,Matthew Battles,5,W. W. Norton  Company,272.0,2015.0,2003.0,2018-01-21,,False
405,9780948462283,Image on the Edge: The Margins of Medieval Art,Michael Camille,1,Reaktion Books,176.0,2004.0,1992.0,2018-01-09,,False
412,,Monkeys Are Made Of Chocolate: Exotic And Unseen Costa Rica,Jack Ewing,0,,210.0,,2003.0,2018-12-23,,False
422,9781535339957,"The Englishwoman in America (1856), by Isabella Bird (Original Version): Isabella Lucy Bird",Isabella Lucy Bird,4,Createspace Independent Publishing Platform,194.0,2016.0,1856.0,2018-05-12,,False
423,9780674032996,Mothers and Others: The Evolutionary Origins of Mutual Understanding,Sarah Blaffer Hrdy,4,Harvard University Press,394.0,2009.0,2009.0,2018-01-03,,False
424,9780226470528,Nature's Palette: The Science of Plant Color,David     Lee,3,University of Chicago Press,432.0,2007.0,2007.0,2018-04-20,,False
425,9781416583400,"Inside of a Dog: What Dogs See, Smell, and Know",Alexandra Horowitz,4,Scribner,353.0,2009.0,2009.0,2018-04-20,,False
430,9780062846822,"The Mind-Gut Connection: How the Hidden Conversation Within Our Bodies Impacts Our Mood, Our Choices, and Our Overall Health",Emeran Mayer,5,Harper Wave,336.0,2018.0,2015.0,2018-11-18,,False
431,9781932887341,"Consolations: The Solace, Nourishment and Underlying Meaning of Everyday Words",David Whyte,1,Many Rivers Press,245.0,2014.0,2014.0,2018-11-18,,False
432,9780691169293,The Age of the Vikings,Anders Winroth,4,Princeton University Press,328.0,2016.0,2014.0,2018-11-18,,False
433,9781522662044,The Race for Paradise: An Islamic History of the Crusades,Paul M. Cobb,4,Audible Studios on Brilliance Audio,,2016.0,2014.0,2018-11-18,,False
434,9780199978601,The Silk Road: A New History,Valerie  Hansen,4,Not Avail,337.0,2014.0,2011.0,2018-11-18,,False
435,9781298062093,A Woman Who Went to Alaska - Scholar's Choice Edition,May Kellogg Sullivan,3,Scholar's Choice,286.0,2015.0,1902.0,2018-11-18,,False
436,9780199292233,The Evolution of Plants,Kathy Willis,5,"Oxford University Press, USA",425.0,2014.0,2013.0,2018-11-18,,False
437,9780230107595,The Secret World of Sleep: the Surprising Science of the Mind at Rest,Penelope A. Lewis,3,St. Martin's Press,208.0,2013.0,2013.0,2018-11-18,,False
438,9781375011822,The No Plays of Japan,Arthur Waley,3,Pinnacle Press,,2017.0,1921.0,2018-11-18,,False
439,9781419113871,Confucian Analects,James Legge,3,Kessinger Publishing,156.0,2004.0,-429.0,2018-11-18,,False
440,9781536645194,Vegetables: A Biography,Evelyne Bloch-Dano,3,Audible Studios on Brilliance Audio,,2017.0,2008.0,2018-11-18,,False
441,9780267675586,Sappho: A New Rendering (Classic Reprint),Henry de Vere Stacpoole,3,Forgotten Books,78.0,2019.0,2013.0,2018-11-18,,False
442,9780804836951,The Tosa Diary,Ki no Tsurayuki,3,Tuttle Publishing,128.0,2005.0,935.0,2018-11-18,,False
443,9780262731430,The Origins of Music,Nils Lennart Wallin,5,MIT Press (MA),512.0,2001.0,1999.0,2018-11-18,,False
444,9781449565466,Les Misérables Volume One: Fantine,Victor Hugo,3,,,,1862.0,2018-11-18,,False
445,9780199207145,"People, Plants and Genes: The Story of Crops and Humanity",Denis J. Murphy,4,"Oxford University Press, USA",401.0,2007.0,2007.0,2018-11-18,,False
446,9781846140501,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,4,Viking Books,499.0,2008.0,2007.0,2018-11-18,,False
447,9780198299783,Speak: A Short History of Languages,Tore Janson,4,"Oxford University Press, USA",272.0,2002.0,1997.0,2018-11-18,,False
448,9781374940468,Roman Farm Management: The Treatises of Cato and Varro,Marcus Porcius Cato,3,Pinnacle Press,,2017.0,-160.0,2018-11-18,,False
449,,The Elements of Geology,William Harmon Norton,3,,308.0,,1906.0,2018-11-18,,False
450,9780674278004,Experiments in Plant Hybridisation (Revised),Gregor Mendel,2,Harvard University Press,46.0,1965.0,1865.0,2018-11-18,,False
451,9781406939293,"Egyptian Tales, Translated from the Papyri First series, IVth to XIIth dynasty",William Matthew Flinders Petrie,2,Hard Press,50.0,2006.0,,2018-11-18,,False
452,,Of Peace of Mind,Seneca,2,,,,60.0,2018-11-18,,False
453,9780198712114,Translation: A Very Short Introduction,Matthew Reynolds,3,"Oxford University Press, USA",142.0,2016.0,,2018-11-18,,False
454,9780198725961,Agriculture: A Very Short Introduction,Paul Brassley,3,"Oxford University Press, USA",144.0,2016.0,2016.0,2018-11-18,,False
455,9780191620348,Sleep: A Very Short Introduction (Very Short Introductions),Steven W. Lockley,3,OUP Oxford,159.0,2012.0,2012.0,2018-11-18,,False
456,9780460002608,"Kalevala, The Land Of Heroes",William C. Kirby,1,,,,1835.0,2018-11-18,,False
457,9780190603397,Brain Wentk P,Gary Lee Wenk,4,OUP Us,192.0,2017.0,,2018-11-18,,False
458,9780217770293,Aino Folk-Tales,Basil Hall Chamberlain,3,General Books,48.0,2009.0,1888.0,2018-11-18,,False
459,9780674541511,Magic in the Ancient World,Fritz Graf,3,Harvard University Press,320.0,1998.0,1998.0,2018-11-18,,False
460,9784805308813,Japanese Fairy Tales,Yei Theodora Ozaki,3,Tuttle Publishing,256.0,2007.0,1903.0,2018-11-18,,False
461,,Maoriland Fairy Tales,Edith Howes,3,"Ward, Lock & Co.",244.0,1920.0,1913.0,2018-11-18,,False
462,9780674368392,Bee Time: Lessons from the Hive,Mark L. Winston,3,Harvard University Press,283.0,2014.0,2014.0,2018-11-18,,False
463,9780881924831,The Natural History Of Medicinal Plants,Judith Sumner,5,Timber Press (OR),,2000.0,2000.0,2018-11-18,,False
464,9780285643468,Beyond Words: What Animals Think and Feel,Carl Safina,5,Souvenir Press ,461.0,2016.0,2015.0,2018-11-18,,False
465,9781250085139,Inferno: A Doctor's Ebola Story,Steven Hatch,3,St. Martin's Press,320.0,2017.0,,2018-11-18,,False
466,9780399185618,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,4,Avery Publishing Group,560.0,2016.0,2015.0,2018-11-18,,True
467,9781442600607,"Sacred Violence: The European Crusades to the Middle East, 1095-1396",Jill N. Claster,4,University of Toronto Press,356.0,2009.0,2009.0,2018-11-18,,False
468,9789027292520,"In Translation - Reflections, Refractions, Transformations",Paul St-Pierre,4,John Benjamins Publishing Company,313.0,2007.0,2007.0,2018-11-18,,False
469,9780804128353,The Woman Who Would Be King: Hatshepsut's Rise to Power in Ancient Egypt,Kara Cooney,1,Random House Audio,,2014.0,2014.0,2018-11-18,,False
470,9781515955900,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,1,Tantor Audio,,2016.0,2013.0,2018-11-18,,False
471,9781849735582,Evolution's Destiny,Robert J.P. Williams,2,Royal Society of Chemistry,344.0,2012.0,2012.0,2018-11-18,,False
472,9780195387070,Word Origins ... and How We Know Them: Etymology for Everyone,Anatoly Liberman,2,"Oxford University Press, USA",325.0,2009.0,2005.0,2018-11-18,,False
473,9780521695367,An Introduction to Shamanism,Thomas A. DuBois,1,Cambridge University Press,317.0,2009.0,2009.0,2018-11-18,,False
474,9781848855564,Death: Antiquity and Its Legacy,Mario Erasmo,1,I.B. Tauris,200.0,2019.0,2012.0,2018-11-18,,False
475,9781419702754,Julia's Cats: Julia Child's Life in the Company of Cats,Patricia Barey,3,Harry N. Abrams,145.0,2012.0,2012.0,2018-11-18,,False
476,9781578050994,Nature's Operating Instructions: The True Biotechnologies,Kenny Ausubel,3,Sierra Club Books,256.0,2004.0,2004.0,2018-11-18,,False
477,9780316154697,Let's Explore Diabetes with Owls,David Sedaris,2,"Little, Brown and Company",275.0,2013.0,2013.0,2018-11-18,,False
478,9781884214493,The Last Question,Isaac Asimov,2,Ziggurat Productions,9.0,2007.0,1956.0,2018-11-18,,False
479,9780380730391,The Golden Apples of the Sun,Ray Bradbury,2,William Morrow,338.0,1997.0,1953.0,2018-11-18,,False
480,9780140250916,The Coming Plague: Newly Emerging Diseases in a World Out of Balance,Laurie Garrett,4,Penguin Books,750.0,1995.0,1994.0,2018-11-18,,False
481,9780785819110,The Origin of Species,Charles Darwin,4,Castle Books,703.0,2004.0,1859.0,2018-11-18,,False
482,9780142437230,Don Quixote,Miguel de Cervantes Saavedra,3,Penguin Classics,1023.0,2003.0,1605.0,2018-11-18,,False
483,9780143119784,"Tinker, Tailor, Soldier, Spy",John le Carré,1,Penguin Books,381.0,2011.0,1974.0,2018-11-18,,False
484,9780140449273,The Symposium,Plato,3,Penguin Books,131.0,2003.0,-385.0,2018-11-18,,False
485,9780553573619,My Point... And I Do Have One,Ellen DeGeneres,4,Bantam,211.0,1996.0,1995.0,2018-11-18,,False
486,9780140449082,The Histories,Herodotus,4,Penguin Books,716.0,2003.0,-450.0,2018-11-18,,False
487,9780345349576,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,3,Random House Trade,677.0,1987.0,1978.0,2018-11-18,,False
488,9780140440393,History of the Peloponnesian War,Thucydides,4,Penguin Books,648.0,1972.0,-411.0,2018-11-18,,False
489,9780099769811,What Am I Doing Here?,Bruce Chatwin,1,Vintage,,1998.0,1989.0,2018-11-18,,False
490,9780142437148,The Tale of Genji,Murasaki Shikibu,2,Penguin,1182.0,2003.0,1008.0,2018-11-18,,False
491,9780451529176,Middlemarch,George Eliot,1,Signet,904.0,2004.0,1871.0,2018-11-18,,False
492,9780140447385,The Saga of the Volsungs,Anonymous,5,Penguin Classics,145.0,1999.0,1275.0,2018-11-18,,False
493,9780345811363,Gratitude,Oliver Sacks,2,Knopf Canada,64.0,2015.0,2015.0,2018-11-18,,False
494,,When Breath Becomes Air,Paul Kalanithi,1,Random House,208.0,2016.0,2016.0,2018-11-18,,False
495,9781570623448,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,3,Shambhala,160.0,2000.0,1996.0,2018-11-18,,False
496,9780446526562,The No Asshole Rule: Building a Civilized Workplace and Surviving One That Isn't,Robert I. Sutton,4,Business Plus,210.0,2007.0,2000.0,2018-11-18,,False
497,,Genghis Khan and the Making of the Modern World,Jack Weatherford,5,Broadway Books,352.0,2005.0,2004.0,2018-11-18,,False
498,9781681771342,The Story of Egypt: The Civilization that Shaped the World,Joann Fletcher,3,Pegasus Books,496.0,2016.0,2015.0,2018-11-18,,False
499,9780061730320,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,5,William Morrow,270.0,2009.0,2009.0,2018-11-18,,False
500,9780300209471,Ever Yours: The Essential Letters,Vincent van Gogh,1,Yale University Press,784.0,2014.0,2014.0,2018-11-18,,False
501,9781101983904,The Human Superorganism: How the Microbiome Is Revolutionizing the Pursuit of a Healthy Life,Rodney Dietert,5,Dutton Books,352.0,2016.0,2016.0,2018-11-18,,False
502,9780674863217,Making Space: How the Brain Knows Where Things Are,Jennifer M. Groh,5,Belknap Press,256.0,2014.0,2014.0,2018-11-18,,False
503,9783319185811,"Perfectionism, Health, and Well-Being",Fuschia M Sirois,4,Springer,304.0,2015.0,2015.0,2018-11-18,,False
504,9780804800693,The Book of Tea,Kakuzō Okakura,3,Tuttle,133.0,1989.0,1906.0,2018-11-18,,False
505,9780975991473,"The Biology of Belief: Unleashing the Power of Consciousness, Matter and Miracles",Bruce H. Lipton,3,Mountain of Love,205.0,2005.0,2005.0,2018-11-18,,False
506,,Meteorology or Weather Explained,John Gordon M'Pherson,4,,126.0,2012.0,1905.0,2018-11-18,,False
507,9781340476731,"Collected Essays: Discourses, Biological and Geological",Thomas Henry Huxley,3,Sagwan Press,414.0,2015.0,,2018-11-18,,False
508,,22 Goblins [Illustrated],Arthur W. Ryder,2,MacMay22,98.0,,1917.0,2018-11-18,,False
509,9780199663224,Medieval Philosophy: A Very Short Introduction,John Marenbon,3,"Oxford University Press, USA",152.0,2016.0,2016.0,2018-11-18,,False
510,9780199682775,Coral Reefs: A Very Short Introduction,Charles Sheppard,3,"Oxford University Press, USA",144.0,2014.0,2014.0,2018-11-18,,False
511,9780199681686,Microbiology: A Very Short Introduction,Nicholas P. Money,3,"Oxford University Press, USA",144.0,2015.0,2014.0,2018-11-18,,False
512,9780198728269,Plate Tectonics: A Very Short Introduction,Péter Molnár,3,"Oxford University Press, USA",152.0,2015.0,2015.0,2018-11-18,,False
513,,Medieval Literature: A Very Short Introduction,Elaine M. Treharne,3,Oxford University Press,160.0,2015.0,2015.0,2018-11-18,,False
514,9780199688364,Learning: A Very Short Introduction,Mark Haselgrove,3,"Oxford University Press, USA",144.0,2016.0,,2018-11-18,,False
515,,Philosophy in the Islamic World: A Very Short Introduction (Very Short Introductions),Peter Adamson,3,OUP Oxford,152.0,2015.0,2015.0,2018-11-18,,False
516,9780199688784,Fungi: A Very Short Introduction,Nicholas P. Money,3,"Oxford University Press, USA",144.0,2016.0,2016.0,2018-11-18,,False
517,9780393244427,Flavor: The Science of Our Most Neglected Sense,Bob Holmes,3,W. W. Norton  Company,320.0,2017.0,2017.0,2018-11-18,,False
518,,Eskimo Folk-Tales,Knud Rasmussen,3,Public Domain Books,,2009.0,1921.0,2018-11-18,,False
519,9781152770836,Romances of Old Japan,Yei Theodora Ozaki,3,General Books,118.0,2010.0,2010.0,2018-11-18,,False
520,,Australian Legendary Tales Folk-Lore of the Noongahburrahs As Told To The Piccaninnies,K. Langloh Parker,3,,119.0,2017.0,,2018-11-18,,False
521,,Fairy Tales from Brazil How and Why Tales from Brazilian Folk-Lore,Elsie Spicer Eells,3,,244.0,,2002.0,2018-11-18,,False
522,9780582070264,The Formation of the English Common Law: Law and Society in England from the Norman Conquest to Magna Carta--The Medieval World Series--,John Hudson,3,Taylor & Francis,271.0,1996.0,1996.0,2018-11-18,,False
523,9780801450105,"The Beaver: Its Life and Impact, Second Edition",Dietland Müller-Schwarze,3,Comstock Publishing,216.0,2011.0,2011.0,2018-11-18,,False
524,9781400066124,Letter to My Daughter,Maya Angelou,4,Random House,166.0,2008.0,2008.0,2018-11-18,,False
525,9780760778265,Ideas That Shaped Mankind: A Concise History of Human Thought,Felipe Fernández-Armesto,3,Barnes & Noble Audio,88.0,1990.0,1990.0,2018-11-18,,False
526,9780812970067,Inferno (The Divine Comedy #1),Dante Alighieri,3,Modern Library,490.0,2003.0,1307.0,2018-11-18,,False
527,9780143038320,Before the Dawn: Recovering the Lost History of Our Ancestors,Nicholas J. Wade,3,Penguin ,314.0,2007.0,2006.0,2018-01-09,,False
528,9781400052172,The Immortal Life of Henrietta Lacks,Rebecca Skloot,1,Crown Publishing Group,370.0,2010.0,2010.0,2018-08-11,,False
